"trip_id","arrival_time","departure_time","stop_id","stop_sequence","shape_dist_traveled"
"540301_volta_0_129","15:38:56","15:38:56","551287","5","2555.0"
"540301_volta_0_129","15:40:02","15:40:02","537281","6","3113.0"
"540301_volta_0_129","15:40:39","15:40:39","537282","7","3432.0"
"540301_volta_0_129","15:41:29","15:41:29","540299","8","3858.0"
"540301_volta_0_129","15:42:28","15:42:28","545266","9","4372.0"
"540301_volta_0_129","15:43:59","15:43:59","5824138007019520","10","5154.0"
"540301_volta_0_130","15:40:00","15:40:00","551286","0","30.0"
"540301_volta_0_130","15:41:03","15:41:03","544274","1","552.0"
"540301_volta_0_130","15:42:11","15:42:11","545264","2","1128.0"
"540301_volta_0_130","15:42:55","15:42:55","542252","3","1506.0"
"540301_volta_0_130","15:44:02","15:44:02","539261","4","2115.0"
"540301_volta_0_130","15:44:56","15:44:56","551287","5","2555.0"
"540301_volta_0_130","15:46:02","15:46:02","537281","6","3113.0"
"540301_volta_0_130","15:46:39","15:46:39","537282","7","3432.0"
"540301_volta_0_130","15:47:29","15:47:29","540299","8","3858.0"
"540301_volta_0_130","15:48:28","15:48:28","545266","9","4372.0"
"540301_volta_0_130","15:49:59","15:49:59","5824138007019520","10","5154.0"
"540301_volta_0_131","15:46:00","15:46:00","551286","0","30.0"
"540301_volta_0_131","15:47:03","15:47:03","544274","1","552.0"
"540301_volta_0_131","15:48:11","15:48:11","545264","2","1128.0"
"540301_volta_0_131","15:48:55","15:48:55","542252","3","1506.0"
"540301_volta_0_131","15:50:02","15:50:02","539261","4","2115.0"
"540301_volta_0_131","15:50:56","15:50:56","551287","5","2555.0"
"540301_volta_0_131","15:52:02","15:52:02","537281","6","3113.0"
"540301_volta_0_131","15:52:39","15:52:39","537282","7","3432.0"
"540301_volta_0_131","15:53:29","15:53:29","540299","8","3858.0"
"540301_volta_0_131","15:54:28","15:54:28","545266","9","4372.0"
"540301_volta_0_131","15:55:59","15:55:59","5824138007019520","10","5154.0"
"540301_volta_0_132","15:52:00","15:52:00","551286","0","30.0"
"540301_volta_0_132","15:53:03","15:53:03","544274","1","552.0"
"540301_volta_0_132","15:54:11","15:54:11","545264","2","1128.0"
"540301_volta_0_132","15:54:55","15:54:55","542252","3","1506.0"
"540301_volta_0_132","15:56:02","15:56:02","539261","4","2115.0"
"540301_volta_0_132","15:56:56","15:56:56","551287","5","2555.0"
"540301_volta_0_132","15:58:02","15:58:02","537281","6","3113.0"
"540301_volta_0_132","15:58:39","15:58:39","537282","7","3432.0"
"540301_volta_0_132","15:59:29","15:59:29","540299","8","3858.0"
"540301_volta_0_132","16:00:28","16:00:28","545266","9","4372.0"
"540301_volta_0_132","16:01:59","16:01:59","5824138007019520","10","5154.0"
"540301_volta_0_133","15:57:00","15:57:00","551286","0","30.0"
"540301_volta_0_133","15:58:03","15:58:03","544274","1","552.0"
"540301_volta_0_133","15:59:11","15:59:11","545264","2","1128.0"
"540301_volta_0_133","15:59:55","15:59:55","542252","3","1506.0"
"540301_volta_0_133","16:01:02","16:01:02","539261","4","2115.0"
"540301_volta_0_133","16:01:56","16:01:56","551287","5","2555.0"
"540301_volta_0_133","16:03:02","16:03:02","537281","6","3113.0"
"540301_volta_0_133","16:03:39","16:03:39","537282","7","3432.0"
"540301_volta_0_133","16:04:29","16:04:29","540299","8","3858.0"
"540301_volta_0_133","16:05:28","16:05:28","545266","9","4372.0"
"540301_volta_0_133","16:06:59","16:06:59","5824138007019520","10","5154.0"
"540301_volta_0_134","16:02:00","16:02:00","551286","0","30.0"
"540301_volta_0_134","16:03:03","16:03:03","544274","1","552.0"
"540301_volta_0_134","16:04:11","16:04:11","545264","2","1128.0"
"540301_volta_0_134","16:04:55","16:04:55","542252","3","1506.0"
"540301_volta_0_134","16:06:02","16:06:02","539261","4","2115.0"
"540301_volta_0_134","16:06:56","16:06:56","551287","5","2555.0"
"540301_volta_0_134","16:08:02","16:08:02","537281","6","3113.0"
"540301_volta_0_134","16:08:39","16:08:39","537282","7","3432.0"
"540301_volta_0_134","16:09:29","16:09:29","540299","8","3858.0"
"540301_volta_0_134","16:10:28","16:10:28","545266","9","4372.0"
"540301_volta_0_134","16:11:59","16:11:59","5824138007019520","10","5154.0"
"540301_volta_0_135","16:07:00","16:07:00","551286","0","30.0"
"540301_volta_0_135","16:08:03","16:08:03","544274","1","552.0"
"540301_volta_0_135","16:09:11","16:09:11","545264","2","1128.0"
"540301_volta_0_135","16:09:55","16:09:55","542252","3","1506.0"
"540301_volta_0_135","16:11:02","16:11:02","539261","4","2115.0"
"540301_volta_0_135","16:11:56","16:11:56","551287","5","2555.0"
"540301_volta_0_135","16:13:02","16:13:02","537281","6","3113.0"
"540301_volta_0_135","16:13:39","16:13:39","537282","7","3432.0"
"540301_volta_0_135","16:14:29","16:14:29","540299","8","3858.0"
"540301_volta_0_135","16:15:28","16:15:28","545266","9","4372.0"
"540301_volta_0_135","16:16:59","16:16:59","5824138007019520","10","5154.0"
"540301_volta_0_136","16:12:00","16:12:00","551286","0","30.0"
"540301_volta_0_136","16:13:03","16:13:03","544274","1","552.0"
"540301_volta_0_136","16:14:11","16:14:11","545264","2","1128.0"
"540301_volta_0_136","16:14:55","16:14:55","542252","3","1506.0"
"540301_volta_0_136","16:16:02","16:16:02","539261","4","2115.0"
"540301_volta_0_136","16:16:56","16:16:56","551287","5","2555.0"
"540301_volta_0_136","16:18:02","16:18:02","537281","6","3113.0"
"540301_volta_0_136","16:18:39","16:18:39","537282","7","3432.0"
"540301_volta_0_136","16:19:29","16:19:29","540299","8","3858.0"
"540301_volta_0_136","16:20:28","16:20:28","545266","9","4372.0"
"540301_volta_0_136","16:21:59","16:21:59","5824138007019520","10","5154.0"
"540301_volta_0_137","16:17:00","16:17:00","551286","0","30.0"
"540301_volta_0_137","16:18:03","16:18:03","544274","1","552.0"
"540301_volta_0_137","16:19:11","16:19:11","545264","2","1128.0"
"540301_volta_0_137","16:19:55","16:19:55","542252","3","1506.0"
"540301_volta_0_137","16:21:02","16:21:02","539261","4","2115.0"
"540301_volta_0_137","16:21:56","16:21:56","551287","5","2555.0"
"540301_volta_0_137","16:23:02","16:23:02","537281","6","3113.0"
"540301_volta_0_137","16:23:39","16:23:39","537282","7","3432.0"
"540301_volta_0_137","16:24:29","16:24:29","540299","8","3858.0"
"540301_volta_0_137","16:25:28","16:25:28","545266","9","4372.0"
"540301_volta_0_137","16:26:59","16:26:59","5824138007019520","10","5154.0"
"540301_volta_0_138","16:22:00","16:22:00","551286","0","30.0"
"540301_volta_0_138","16:23:03","16:23:03","544274","1","552.0"
"540301_volta_0_138","16:24:11","16:24:11","545264","2","1128.0"
"540301_volta_0_138","16:24:55","16:24:55","542252","3","1506.0"
"540301_volta_0_138","16:26:02","16:26:02","539261","4","2115.0"
"540301_volta_0_138","16:26:56","16:26:56","551287","5","2555.0"
"540301_volta_0_138","16:28:02","16:28:02","537281","6","3113.0"
"540301_volta_0_138","16:28:39","16:28:39","537282","7","3432.0"
"540301_volta_0_138","16:29:29","16:29:29","540299","8","3858.0"
"540301_volta_0_138","16:30:28","16:30:28","545266","9","4372.0"
"540301_volta_0_138","16:31:59","16:31:59","5824138007019520","10","5154.0"
"540301_volta_0_139","16:27:00","16:27:00","551286","0","30.0"
"540301_volta_0_139","16:28:03","16:28:03","544274","1","552.0"
"540301_volta_0_139","16:29:11","16:29:11","545264","2","1128.0"
"540301_volta_0_139","16:29:55","16:29:55","542252","3","1506.0"
"540301_volta_0_139","16:31:02","16:31:02","539261","4","2115.0"
"540301_volta_0_139","16:31:56","16:31:56","551287","5","2555.0"
"540301_volta_0_139","16:33:02","16:33:02","537281","6","3113.0"
"540301_volta_0_139","16:33:39","16:33:39","537282","7","3432.0"
"540301_volta_0_139","16:34:29","16:34:29","540299","8","3858.0"
"540301_volta_0_139","16:35:28","16:35:28","545266","9","4372.0"
"540301_volta_0_139","16:36:59","16:36:59","5824138007019520","10","5154.0"
"540301_volta_0_140","16:31:00","16:31:00","551286","0","30.0"
"540301_volta_0_140","16:32:03","16:32:03","544274","1","552.0"
"540301_volta_0_140","16:33:11","16:33:11","545264","2","1128.0"
"540301_volta_0_140","16:33:55","16:33:55","542252","3","1506.0"
"540301_volta_0_140","16:35:02","16:35:02","539261","4","2115.0"
"540301_volta_0_140","16:35:56","16:35:56","551287","5","2555.0"
"540301_volta_0_140","16:37:02","16:37:02","537281","6","3113.0"
"540301_volta_0_140","16:37:39","16:37:39","537282","7","3432.0"
"540301_volta_0_140","16:38:29","16:38:29","540299","8","3858.0"
"540301_volta_0_140","16:39:28","16:39:28","545266","9","4372.0"
"540301_volta_0_140","16:40:59","16:40:59","5824138007019520","10","5154.0"
"540301_volta_0_141","16:35:00","16:35:00","551286","0","30.0"
"540301_volta_0_141","16:36:03","16:36:03","544274","1","552.0"
"540301_volta_0_141","16:37:11","16:37:11","545264","2","1128.0"
"540301_volta_0_141","16:37:55","16:37:55","542252","3","1506.0"
"540301_volta_0_141","16:39:02","16:39:02","539261","4","2115.0"
"540301_volta_0_141","16:39:56","16:39:56","551287","5","2555.0"
"540301_volta_0_141","16:41:02","16:41:02","537281","6","3113.0"
"540301_volta_0_141","16:41:39","16:41:39","537282","7","3432.0"
"540301_volta_0_141","16:42:29","16:42:29","540299","8","3858.0"
"540301_volta_0_141","16:43:28","16:43:28","545266","9","4372.0"
"540301_volta_0_141","16:44:59","16:44:59","5824138007019520","10","5154.0"
"540301_volta_0_142","16:39:00","16:39:00","551286","0","30.0"
"540301_volta_0_142","16:40:03","16:40:03","544274","1","552.0"
"540301_volta_0_142","16:41:11","16:41:11","545264","2","1128.0"
"540301_volta_0_142","16:41:55","16:41:55","542252","3","1506.0"
"540301_volta_0_142","16:43:02","16:43:02","539261","4","2115.0"
"540301_volta_0_142","16:43:56","16:43:56","551287","5","2555.0"
"540301_volta_0_142","16:45:02","16:45:02","537281","6","3113.0"
"540301_volta_0_142","16:45:39","16:45:39","537282","7","3432.0"
"540301_volta_0_142","16:46:29","16:46:29","540299","8","3858.0"
"540301_volta_0_142","16:47:28","16:47:28","545266","9","4372.0"
"540301_volta_0_142","16:48:59","16:48:59","5824138007019520","10","5154.0"
"540301_volta_0_143","16:43:00","16:43:00","551286","0","30.0"
"540301_volta_0_143","16:44:03","16:44:03","544274","1","552.0"
"540301_volta_0_143","16:45:11","16:45:11","545264","2","1128.0"
"540301_volta_0_143","16:45:55","16:45:55","542252","3","1506.0"
"540301_volta_0_143","16:47:02","16:47:02","539261","4","2115.0"
"540301_volta_0_143","16:47:56","16:47:56","551287","5","2555.0"
"540301_volta_0_143","16:49:02","16:49:02","537281","6","3113.0"
"540301_volta_0_143","16:49:39","16:49:39","537282","7","3432.0"
"540301_volta_0_143","16:50:29","16:50:29","540299","8","3858.0"
"540301_volta_0_143","16:51:28","16:51:28","545266","9","4372.0"
"540301_volta_0_143","16:52:59","16:52:59","5824138007019520","10","5154.0"
"540301_volta_0_144","16:47:00","16:47:00","551286","0","30.0"
"540301_volta_0_144","16:48:03","16:48:03","544274","1","552.0"
"540301_volta_0_144","16:49:11","16:49:11","545264","2","1128.0"
"540301_volta_0_144","16:49:55","16:49:55","542252","3","1506.0"
"540301_volta_0_144","16:51:02","16:51:02","539261","4","2115.0"
"540301_volta_0_144","16:51:56","16:51:56","551287","5","2555.0"
"540301_volta_0_144","16:53:02","16:53:02","537281","6","3113.0"
"540301_volta_0_144","16:53:39","16:53:39","537282","7","3432.0"
"540301_volta_0_144","16:54:29","16:54:29","540299","8","3858.0"
"540301_volta_0_144","16:55:28","16:55:28","545266","9","4372.0"
"540301_volta_0_144","16:56:59","16:56:59","5824138007019520","10","5154.0"
"540301_volta_0_145","16:51:00","16:51:00","551286","0","30.0"
"540301_volta_0_145","16:52:03","16:52:03","544274","1","552.0"
"540301_volta_0_145","16:53:11","16:53:11","545264","2","1128.0"
"540301_volta_0_145","16:53:55","16:53:55","542252","3","1506.0"
"540301_volta_0_145","16:55:02","16:55:02","539261","4","2115.0"
"540301_volta_0_145","16:55:56","16:55:56","551287","5","2555.0"
"540301_volta_0_145","16:57:02","16:57:02","537281","6","3113.0"
"540301_volta_0_145","16:57:39","16:57:39","537282","7","3432.0"
"540301_volta_0_145","16:58:29","16:58:29","540299","8","3858.0"
"540301_volta_0_145","16:59:28","16:59:28","545266","9","4372.0"
"540301_volta_0_145","17:00:59","17:00:59","5824138007019520","10","5154.0"
"540301_volta_0_146","16:55:00","16:55:00","551286","0","30.0"
"540301_volta_0_146","16:56:03","16:56:03","544274","1","552.0"
"540301_volta_0_146","16:57:11","16:57:11","545264","2","1128.0"
"540301_volta_0_146","16:57:55","16:57:55","542252","3","1506.0"
"540301_volta_0_146","16:59:02","16:59:02","539261","4","2115.0"
"540301_volta_0_146","16:59:56","16:59:56","551287","5","2555.0"
"540301_volta_0_146","17:01:02","17:01:02","537281","6","3113.0"
"540301_volta_0_146","17:01:39","17:01:39","537282","7","3432.0"
"540301_volta_0_146","17:02:29","17:02:29","540299","8","3858.0"
"540301_volta_0_146","17:03:28","17:03:28","545266","9","4372.0"
"540301_volta_0_146","17:04:59","17:04:59","5824138007019520","10","5154.0"
"540301_volta_0_147","16:59:00","16:59:00","551286","0","30.0"
"540301_volta_0_147","17:00:03","17:00:03","544274","1","552.0"
"540301_volta_0_147","17:01:11","17:01:11","545264","2","1128.0"
"540301_volta_0_147","17:01:55","17:01:55","542252","3","1506.0"
"540301_volta_0_147","17:03:02","17:03:02","539261","4","2115.0"
"540301_volta_0_147","17:03:56","17:03:56","551287","5","2555.0"
"540301_volta_0_147","17:05:02","17:05:02","537281","6","3113.0"
"540301_volta_0_147","17:05:39","17:05:39","537282","7","3432.0"
"540301_volta_0_147","17:06:29","17:06:29","540299","8","3858.0"
"540301_volta_0_147","17:07:28","17:07:28","545266","9","4372.0"
"540301_volta_0_147","17:08:59","17:08:59","5824138007019520","10","5154.0"
"540301_volta_0_148","17:02:00","17:02:00","551286","0","30.0"
"540301_volta_0_148","17:03:03","17:03:03","544274","1","552.0"
"540301_volta_0_148","17:04:11","17:04:11","545264","2","1128.0"
"540301_volta_0_148","17:04:55","17:04:55","542252","3","1506.0"
"540301_volta_0_148","17:06:02","17:06:02","539261","4","2115.0"
"540301_volta_0_148","17:06:56","17:06:56","551287","5","2555.0"
"540301_volta_0_148","17:08:02","17:08:02","537281","6","3113.0"
"540301_volta_0_148","17:08:39","17:08:39","537282","7","3432.0"
"540301_volta_0_148","17:09:29","17:09:29","540299","8","3858.0"
"540301_volta_0_148","17:10:28","17:10:28","545266","9","4372.0"
"540301_volta_0_148","17:11:59","17:11:59","5824138007019520","10","5154.0"
"540301_volta_0_149","17:05:00","17:05:00","551286","0","30.0"
"540301_volta_0_149","17:06:03","17:06:03","544274","1","552.0"
"540301_volta_0_149","17:07:11","17:07:11","545264","2","1128.0"
"540301_volta_0_149","17:07:55","17:07:55","542252","3","1506.0"
"540301_volta_0_149","17:09:02","17:09:02","539261","4","2115.0"
"540301_volta_0_149","17:09:56","17:09:56","551287","5","2555.0"
"540301_volta_0_149","17:11:02","17:11:02","537281","6","3113.0"
"540301_volta_0_149","17:11:39","17:11:39","537282","7","3432.0"
"540301_volta_0_149","17:12:29","17:12:29","540299","8","3858.0"
"540301_volta_0_149","17:13:28","17:13:28","545266","9","4372.0"
"540301_volta_0_149","17:14:59","17:14:59","5824138007019520","10","5154.0"
"540301_volta_0_150","17:08:00","17:08:00","551286","0","30.0"
"540301_volta_0_150","17:09:03","17:09:03","544274","1","552.0"
"540301_volta_0_150","17:10:11","17:10:11","545264","2","1128.0"
"540301_volta_0_150","17:10:55","17:10:55","542252","3","1506.0"
"540301_volta_0_150","17:12:02","17:12:02","539261","4","2115.0"
"540301_volta_0_150","17:12:56","17:12:56","551287","5","2555.0"
"540301_volta_0_150","17:14:02","17:14:02","537281","6","3113.0"
"540301_volta_0_150","17:14:39","17:14:39","537282","7","3432.0"
"540301_volta_0_150","17:15:29","17:15:29","540299","8","3858.0"
"540301_volta_0_150","17:16:28","17:16:28","545266","9","4372.0"
"540301_volta_0_150","17:17:59","17:17:59","5824138007019520","10","5154.0"
"540301_volta_0_151","17:11:00","17:11:00","551286","0","30.0"
"540301_volta_0_151","17:12:03","17:12:03","544274","1","552.0"
"540301_volta_0_151","17:13:11","17:13:11","545264","2","1128.0"
"540301_volta_0_151","17:13:55","17:13:55","542252","3","1506.0"
"540301_volta_0_151","17:15:02","17:15:02","539261","4","2115.0"
"540301_volta_0_151","17:15:56","17:15:56","551287","5","2555.0"
"540301_volta_0_151","17:17:02","17:17:02","537281","6","3113.0"
"540301_volta_0_151","17:17:39","17:17:39","537282","7","3432.0"
"540301_volta_0_151","17:18:29","17:18:29","540299","8","3858.0"
"540301_volta_0_151","17:19:28","17:19:28","545266","9","4372.0"
"540301_volta_0_151","17:20:59","17:20:59","5824138007019520","10","5154.0"
"540301_volta_0_152","17:14:00","17:14:00","551286","0","30.0"
"540301_volta_0_152","17:15:03","17:15:03","544274","1","552.0"
"540301_volta_0_152","17:16:11","17:16:11","545264","2","1128.0"
"540301_volta_0_152","17:16:55","17:16:55","542252","3","1506.0"
"540301_volta_0_152","17:18:02","17:18:02","539261","4","2115.0"
"540301_volta_0_152","17:18:56","17:18:56","551287","5","2555.0"
"540301_volta_0_152","17:20:02","17:20:02","537281","6","3113.0"
"540301_volta_0_152","17:20:39","17:20:39","537282","7","3432.0"
"540301_volta_0_152","17:21:29","17:21:29","540299","8","3858.0"
"540301_volta_0_152","17:22:28","17:22:28","545266","9","4372.0"
"540301_volta_0_152","17:23:59","17:23:59","5824138007019520","10","5154.0"
"540301_volta_0_153","17:17:00","17:17:00","551286","0","30.0"
"540301_volta_0_153","17:18:03","17:18:03","544274","1","552.0"
"540301_volta_0_153","17:19:11","17:19:11","545264","2","1128.0"
"540301_volta_0_153","17:19:55","17:19:55","542252","3","1506.0"
"540301_volta_0_153","17:21:02","17:21:02","539261","4","2115.0"
"540301_volta_0_153","17:21:56","17:21:56","551287","5","2555.0"
"540301_volta_0_153","17:23:02","17:23:02","537281","6","3113.0"
"540301_volta_0_153","17:23:39","17:23:39","537282","7","3432.0"
"540301_volta_0_153","17:24:29","17:24:29","540299","8","3858.0"
"540301_volta_0_153","17:25:28","17:25:28","545266","9","4372.0"
"540301_volta_0_153","17:26:59","17:26:59","5824138007019520","10","5154.0"
"540301_volta_0_154","17:20:00","17:20:00","551286","0","30.0"
"540301_volta_0_154","17:21:03","17:21:03","544274","1","552.0"
"540301_volta_0_154","17:22:11","17:22:11","545264","2","1128.0"
"540301_volta_0_154","17:22:55","17:22:55","542252","3","1506.0"
"540301_volta_0_154","17:24:02","17:24:02","539261","4","2115.0"
"540301_volta_0_154","17:24:56","17:24:56","551287","5","2555.0"
"540301_volta_0_154","17:26:02","17:26:02","537281","6","3113.0"
"540301_volta_0_154","17:26:39","17:26:39","537282","7","3432.0"
"540301_volta_0_154","17:27:29","17:27:29","540299","8","3858.0"
"540301_volta_0_154","17:28:28","17:28:28","545266","9","4372.0"
"540301_volta_0_154","17:29:59","17:29:59","5824138007019520","10","5154.0"
"540301_volta_0_155","17:23:00","17:23:00","551286","0","30.0"
"540301_volta_0_155","17:24:03","17:24:03","544274","1","552.0"
"540301_volta_0_155","17:25:11","17:25:11","545264","2","1128.0"
"540301_volta_0_155","17:25:55","17:25:55","542252","3","1506.0"
"540301_volta_0_155","17:27:02","17:27:02","539261","4","2115.0"
"540301_volta_0_155","17:27:56","17:27:56","551287","5","2555.0"
"540301_volta_0_155","17:29:02","17:29:02","537281","6","3113.0"
"540301_volta_0_155","17:29:39","17:29:39","537282","7","3432.0"
"540301_volta_0_155","17:30:29","17:30:29","540299","8","3858.0"
"540301_volta_0_155","17:31:28","17:31:28","545266","9","4372.0"
"540301_volta_0_155","17:32:59","17:32:59","5824138007019520","10","5154.0"
"540301_volta_0_156","17:26:00","17:26:00","551286","0","30.0"
"540301_volta_0_156","17:27:03","17:27:03","544274","1","552.0"
"540301_volta_0_156","17:28:11","17:28:11","545264","2","1128.0"
"540301_volta_0_156","17:28:55","17:28:55","542252","3","1506.0"
"540301_volta_0_156","17:30:02","17:30:02","539261","4","2115.0"
"540301_volta_0_156","17:30:56","17:30:56","551287","5","2555.0"
"540301_volta_0_156","17:32:02","17:32:02","537281","6","3113.0"
"540301_volta_0_156","17:32:39","17:32:39","537282","7","3432.0"
"540301_volta_0_156","17:33:29","17:33:29","540299","8","3858.0"
"540301_volta_0_156","17:34:28","17:34:28","545266","9","4372.0"
"540301_volta_0_156","17:35:59","17:35:59","5824138007019520","10","5154.0"
"540301_volta_0_157","17:29:00","17:29:00","551286","0","30.0"
"540301_volta_0_157","17:30:03","17:30:03","544274","1","552.0"
"540301_volta_0_157","17:31:11","17:31:11","545264","2","1128.0"
"540301_volta_0_157","17:31:55","17:31:55","542252","3","1506.0"
"540301_volta_0_157","17:33:02","17:33:02","539261","4","2115.0"
"540301_volta_0_157","17:33:56","17:33:56","551287","5","2555.0"
"540301_volta_0_157","17:35:02","17:35:02","537281","6","3113.0"
"540301_volta_0_157","17:35:39","17:35:39","537282","7","3432.0"
"540301_volta_0_157","17:36:29","17:36:29","540299","8","3858.0"
"540301_volta_0_157","17:37:28","17:37:28","545266","9","4372.0"
"540301_volta_0_157","17:38:59","17:38:59","5824138007019520","10","5154.0"
"540301_volta_0_158","17:32:00","17:32:00","551286","0","30.0"
"540301_volta_0_158","17:33:03","17:33:03","544274","1","552.0"
"540301_volta_0_158","17:34:11","17:34:11","545264","2","1128.0"
"540301_volta_0_158","17:34:55","17:34:55","542252","3","1506.0"
"540301_volta_0_158","17:36:02","17:36:02","539261","4","2115.0"
"540301_volta_0_158","17:36:56","17:36:56","551287","5","2555.0"
"540301_volta_0_158","17:38:02","17:38:02","537281","6","3113.0"
"540301_volta_0_158","17:38:39","17:38:39","537282","7","3432.0"
"540301_volta_0_158","17:39:29","17:39:29","540299","8","3858.0"
"540301_volta_0_158","17:40:28","17:40:28","545266","9","4372.0"
"540301_volta_0_158","17:41:59","17:41:59","5824138007019520","10","5154.0"
"540301_volta_0_159","17:35:00","17:35:00","551286","0","30.0"
"540301_volta_0_159","17:36:03","17:36:03","544274","1","552.0"
"540301_volta_0_159","17:37:11","17:37:11","545264","2","1128.0"
"540301_volta_0_159","17:37:55","17:37:55","542252","3","1506.0"
"540301_volta_0_159","17:39:02","17:39:02","539261","4","2115.0"
"540301_volta_0_159","17:39:56","17:39:56","551287","5","2555.0"
"540301_volta_0_159","17:41:02","17:41:02","537281","6","3113.0"
"540301_volta_0_159","17:41:39","17:41:39","537282","7","3432.0"
"540301_volta_0_159","17:42:29","17:42:29","540299","8","3858.0"
"540301_volta_0_159","17:43:28","17:43:28","545266","9","4372.0"
"540301_volta_0_159","17:44:59","17:44:59","5824138007019520","10","5154.0"
"540301_volta_0_160","17:38:00","17:38:00","551286","0","30.0"
"540301_volta_0_160","17:39:03","17:39:03","544274","1","552.0"
"540301_volta_0_160","17:40:11","17:40:11","545264","2","1128.0"
"540301_volta_0_160","17:40:55","17:40:55","542252","3","1506.0"
"540301_volta_0_160","17:42:02","17:42:02","539261","4","2115.0"
"540301_volta_0_160","17:42:56","17:42:56","551287","5","2555.0"
"540301_volta_0_160","17:44:02","17:44:02","537281","6","3113.0"
"540301_volta_0_160","17:44:39","17:44:39","537282","7","3432.0"
"540301_volta_0_160","17:45:29","17:45:29","540299","8","3858.0"
"540301_volta_0_160","17:46:28","17:46:28","545266","9","4372.0"
"540301_volta_0_160","17:47:59","17:47:59","5824138007019520","10","5154.0"
"540301_volta_0_161","17:41:00","17:41:00","551286","0","30.0"
"540301_volta_0_161","17:42:03","17:42:03","544274","1","552.0"
"540301_volta_0_161","17:43:11","17:43:11","545264","2","1128.0"
"540301_volta_0_161","17:43:55","17:43:55","542252","3","1506.0"
"540301_volta_0_161","17:45:02","17:45:02","539261","4","2115.0"
"540301_volta_0_161","17:45:56","17:45:56","551287","5","2555.0"
"540301_volta_0_161","17:47:02","17:47:02","537281","6","3113.0"
"540301_volta_0_161","17:47:39","17:47:39","537282","7","3432.0"
"540301_volta_0_161","17:48:29","17:48:29","540299","8","3858.0"
"540301_volta_0_161","17:49:28","17:49:28","545266","9","4372.0"
"540301_volta_0_161","17:50:59","17:50:59","5824138007019520","10","5154.0"
"540301_volta_0_162","17:44:00","17:44:00","551286","0","30.0"
"540301_volta_0_162","17:45:03","17:45:03","544274","1","552.0"
"540301_volta_0_162","17:46:11","17:46:11","545264","2","1128.0"
"540301_volta_0_162","17:46:55","17:46:55","542252","3","1506.0"
"540301_volta_0_162","17:48:02","17:48:02","539261","4","2115.0"
"540301_volta_0_162","17:48:56","17:48:56","551287","5","2555.0"
"540301_volta_0_162","17:50:02","17:50:02","537281","6","3113.0"
"540301_volta_0_162","17:50:39","17:50:39","537282","7","3432.0"
"540301_volta_0_162","17:51:29","17:51:29","540299","8","3858.0"
"540301_volta_0_162","17:52:28","17:52:28","545266","9","4372.0"
"540301_volta_0_162","17:53:59","17:53:59","5824138007019520","10","5154.0"
"540301_volta_0_163","17:47:00","17:47:00","551286","0","30.0"
"540301_volta_0_163","17:48:03","17:48:03","544274","1","552.0"
"540301_volta_0_163","17:49:11","17:49:11","545264","2","1128.0"
"540301_volta_0_163","17:49:55","17:49:55","542252","3","1506.0"
"540301_volta_0_163","17:51:02","17:51:02","539261","4","2115.0"
"540301_volta_0_163","17:51:56","17:51:56","551287","5","2555.0"
"540301_volta_0_163","17:53:02","17:53:02","537281","6","3113.0"
"540301_volta_0_163","17:53:39","17:53:39","537282","7","3432.0"
"540301_volta_0_163","17:54:29","17:54:29","540299","8","3858.0"
"540301_volta_0_163","17:55:28","17:55:28","545266","9","4372.0"
"540301_volta_0_163","17:56:59","17:56:59","5824138007019520","10","5154.0"
"540301_volta_0_164","17:50:00","17:50:00","551286","0","30.0"
"540301_volta_0_164","17:51:03","17:51:03","544274","1","552.0"
"540301_volta_0_164","17:52:11","17:52:11","545264","2","1128.0"
"540301_volta_0_164","17:52:55","17:52:55","542252","3","1506.0"
"540301_volta_0_164","17:54:02","17:54:02","539261","4","2115.0"
"540301_volta_0_164","17:54:56","17:54:56","551287","5","2555.0"
"540301_volta_0_164","17:56:02","17:56:02","537281","6","3113.0"
"540301_volta_0_164","17:56:39","17:56:39","537282","7","3432.0"
"540301_volta_0_164","17:57:29","17:57:29","540299","8","3858.0"
"540301_volta_0_164","17:58:28","17:58:28","545266","9","4372.0"
"540301_volta_0_164","17:59:59","17:59:59","5824138007019520","10","5154.0"
"540301_volta_0_165","17:53:00","17:53:00","551286","0","30.0"
"540301_volta_0_165","17:54:03","17:54:03","544274","1","552.0"
"540301_volta_0_165","17:55:11","17:55:11","545264","2","1128.0"
"540301_volta_0_165","17:55:55","17:55:55","542252","3","1506.0"
"540301_volta_0_165","17:57:02","17:57:02","539261","4","2115.0"
"540301_volta_0_165","17:57:56","17:57:56","551287","5","2555.0"
"540301_volta_0_165","17:59:02","17:59:02","537281","6","3113.0"
"540301_volta_0_165","17:59:39","17:59:39","537282","7","3432.0"
"540301_volta_0_165","18:00:29","18:00:29","540299","8","3858.0"
"540301_volta_0_165","18:01:28","18:01:28","545266","9","4372.0"
"540301_volta_0_165","18:02:59","18:02:59","5824138007019520","10","5154.0"
"540301_volta_0_166","17:56:00","17:56:00","551286","0","30.0"
"540301_volta_0_166","17:57:03","17:57:03","544274","1","552.0"
"540301_volta_0_166","17:58:11","17:58:11","545264","2","1128.0"
"540301_volta_0_166","17:58:55","17:58:55","542252","3","1506.0"
"540301_volta_0_166","18:00:02","18:00:02","539261","4","2115.0"
"540301_volta_0_166","18:00:56","18:00:56","551287","5","2555.0"
